season,round,race_name,race_date,circuit_id,driver_id,driver_code,constructor_id,grid,finish_position,points,status,laps_completed
2022,6,Spanish Grand Prix,2022-05-22,catalunya,perez,PER,red_bull,5,2,19,Finished,66
2022,6,Spanish Grand Prix,2022-05-22,catalunya,russell,RUS,mercedes,4,3,15,Finished,66
2022,6,Spanish Grand Prix,2022-05-22,catalunya,sainz,SAI,ferrari,3,4,12,Finished,66
2022,6,Spanish Grand Prix,2022-05-22,catalunya,hamilton,HAM,mercedes,6,5,10,Finished,66
2022,6,Spanish Grand Prix,2022-05-22,catalunya,bottas,BOT,alfa,7,6,8,Finished,66
2022,6,Spanish Grand Prix,2022-05-22,catalunya,ocon,OCO,alpine,12,7,6,Finished,66
2022,6,Spanish Grand Prix,2022-05-22,catalunya,norris,NOR,mclaren,11,8,4,Finished,66
2022,6,Spanish Grand Prix,2022-05-22,catalunya,alonso,ALO,alpine,20,9,2,+1 Lap,65
2022,6,Spanish Grand Prix,2022-05-22,catalunya,tsunoda,TSU,alphatauri,13,10,1,+1 Lap,65
2022,6,Spanish Grand Prix,2022-05-22,catalunya,vettel,VET,aston_martin,16,11,0,+1 Lap,65
2022,6,Spanish Grand Prix,2022-05-22,catalunya,ricciardo,RIC,mclaren,9,12,0,+1 Lap,65
2022,6,Spanish Grand Prix,2022-05-22,catalunya,gasly,GAS,alphatauri,14,13,0,+1 Lap,65
2022,6,Spanish Grand Prix,2022-05-22,catalunya,mick_schumacher,MSC,haas,10,14,0,+1 Lap,65
2022,6,Spanish Grand Prix,2022-05-22,catalunya,stroll,STR,aston_martin,17,15,0,+1 Lap,65
2022,6,Spanish Grand Prix,2022-05-22,catalunya,latifi,LAT,williams,19,16,0,+2 Laps,64
2022,6,Spanish Grand Prix,2022-05-22,catalunya,kevin_magnussen,MAG,haas,8,17,0,+2 Laps,64
2022,6,Spanish Grand Prix,2022-05-22,catalunya,albon,ALB,williams,18,18,0,+2 Laps,64
2022,6,Spanish Grand Prix,2022-05-22,catalunya,zhou,ZHO,alfa,15,19,0,Power loss,28
2022,6,Spanish Grand Prix,2022-05-22,catalunya,leclerc,LEC,ferrari,1,20,0,Turbo,27
2022,7,Monaco Grand Prix,2022-05-29,monaco,perez,PER,red_bull,3,1,25,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,sainz,SAI,ferrari,2,2,18,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,max_verstappen,VER,red_bull,4,3,15,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,leclerc,LEC,ferrari,1,4,12,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,russell,RUS,mercedes,6,5,10,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,norris,NOR,mclaren,5,6,9,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,alonso,ALO,alpine,7,7,6,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,hamilton,HAM,mercedes,8,8,4,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,bottas,BOT,alfa,12,9,2,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,vettel,VET,aston_martin,9,10,1,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,gasly,GAS,alphatauri,17,11,0,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,ocon,OCO,alpine,10,12,0,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,ricciardo,RIC,mclaren,14,13,0,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,stroll,STR,aston_martin,18,14,0,Finished,64
2022,7,Monaco Grand Prix,2022-05-29,monaco,latifi,LAT,williams,19,15,0,+1 Lap,63
2022,7,Monaco Grand Prix,2022-05-29,monaco,zhou,ZHO,alfa,20,16,0,+1 Lap,63
2022,7,Monaco Grand Prix,2022-05-29,monaco,tsunoda,TSU,alphatauri,11,17,0,+1 Lap,63
2022,7,Monaco Grand Prix,2022-05-29,monaco,albon,ALB,williams,16,18,0,Mechanical,48
2022,7,Monaco Grand Prix,2022-05-29,monaco,mick_schumacher,MSC,haas,15,19,0,Accident,24
2022,7,Monaco Grand Prix,2022-05-29,monaco,kevin_magnussen,MAG,haas,13,20,0,Water pressure,19
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,max_verstappen,VER,red_bull,3,1,25,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,perez,PER,red_bull,2,2,19,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,russell,RUS,mercedes,5,3,15,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,hamilton,HAM,mercedes,7,4,12,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,gasly,GAS,alphatauri,6,5,10,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,vettel,VET,aston_martin,9,6,8,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,alonso,ALO,alpine,10,7,6,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,ricciardo,RIC,mclaren,12,8,4,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,norris,NOR,mclaren,11,9,2,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,ocon,OCO,alpine,13,10,1,Finished,51
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,bottas,BOT,alfa,15,11,0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,albon,ALB,williams,17,12,0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,tsunoda,TSU,alphatauri,8,13,0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,mick_schumacher,MSC,haas,20,14,0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,latifi,LAT,williams,18,15,0,+1 Lap,50
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,stroll,STR,aston_martin,19,16,0,Vibrations,46
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,kevin_magnussen,MAG,haas,16,17,0,Power Unit,31
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,zhou,ZHO,alfa,14,18,0,Hydraulics,23
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,leclerc,LEC,ferrari,1,19,0,Power Unit,21
2022,8,Azerbaijan Grand Prix,2022-06-12,baku,sainz,SAI,ferrari,4,20,0,Hydraulics,8
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,max_verstappen,VER,red_bull,1,1,25,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,sainz,SAI,ferrari,3,2,19,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,hamilton,HAM,mercedes,4,3,15,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,russell,RUS,mercedes,8,4,12,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,leclerc,LEC,ferrari,19,5,10,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,ocon,OCO,alpine,7,6,8,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,bottas,BOT,alfa,11,7,6,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,zhou,ZHO,alfa,10,8,4,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,alonso,ALO,alpine,2,9,2,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,stroll,STR,aston_martin,17,10,1,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,ricciardo,RIC,mclaren,9,11,0,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,vettel,VET,aston_martin,16,12,0,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,albon,ALB,williams,12,13,0,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,gasly,GAS,alphatauri,15,14,0,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,norris,NOR,mclaren,14,15,0,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,latifi,LAT,williams,18,16,0,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,kevin_magnussen,MAG,haas,5,17,0,Finished,70
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,tsunoda,TSU,alphatauri,20,18,0,Accident,47
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,mick_schumacher,MSC,haas,6,19,0,Engine,18
2022,9,Canadian Grand Prix,2022-06-19,villeneuve,perez,PER,red_bull,13,20,0,Gearbox,7
2022,10,British Grand Prix,2022-07-03,silverstone,sainz,SAI,ferrari,1,1,25,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,perez,PER,red_bull,4,2,18,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,hamilton,HAM,mercedes,5,3,16,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,leclerc,LEC,ferrari,3,4,12,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,alonso,ALO,alpine,7,5,10,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,norris,NOR,mclaren,6,6,8,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,max_verstappen,VER,red_bull,2,7,6,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,mick_schumacher,MSC,haas,19,8,4,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,vettel,VET,aston_martin,18,9,2,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,kevin_magnussen,MAG,haas,17,10,1,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,stroll,STR,aston_martin,20,11,0,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,latifi,LAT,williams,10,12,0,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,ricciardo,RIC,mclaren,14,13,0,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,tsunoda,TSU,alphatauri,13,14,0,Finished,52
2022,10,British Grand Prix,2022-07-03,silverstone,ocon,OCO,alpine,15,15,0,Fuel pump,37
2022,10,British Grand Prix,2022-07-03,silverstone,gasly,GAS,alphatauri,11,16,0,Collision damage,26
2022,10,British Grand Prix,2022-07-03,silverstone,bottas,BOT,alfa,12,17,0,Gearbox,20
2022,10,British Grand Prix,2022-07-03,silverstone,russell,RUS,mercedes,8,18,0,Collision,0
2022,10,British Grand Prix,2022-07-03,silverstone,zhou,ZHO,alfa,9,19,0,Collision,0
2022,10,British Grand Prix,2022-07-03,silverstone,albon,ALB,williams,16,20,0,Collision,0
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,leclerc,LEC,ferrari,2,1,25,Finished,71
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,max_verstappen,VER,red_bull,1,2,19,Finished,71
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,hamilton,HAM,mercedes,8,3,15,Finished,71
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,russell,RUS,mercedes,4,4,12,Finished,71
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,ocon,OCO,alpine,6,5,10,Finished,71
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,mick_schumacher,MSC,haas,9,6,8,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,norris,NOR,mclaren,10,7,6,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,kevin_magnussen,MAG,haas,7,8,4,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,ricciardo,RIC,mclaren,11,9,2,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,alonso,ALO,alpine,19,10,1,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,bottas,BOT,alfa,0,11,0,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,albon,ALB,williams,15,12,0,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,stroll,STR,aston_martin,12,13,0,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,zhou,ZHO,alfa,13,14,0,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,gasly,GAS,alphatauri,14,15,0,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,tsunoda,TSU,alphatauri,16,16,0,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,vettel,VET,aston_martin,18,17,0,+1 Lap,70
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,sainz,SAI,ferrari,3,18,0,Power Unit,56
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,latifi,LAT,williams,17,19,0,Undertray,48
2022,11,Austrian Grand Prix,2022-07-10,red_bull_ring,perez,PER,red_bull,5,20,0,Collision damage,24
2022,12,French Grand Prix,2022-07-24,ricard,max_verstappen,VER,red_bull,2,1,25,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,hamilton,HAM,mercedes,4,2,18,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,russell,RUS,mercedes,6,3,15,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,perez,PER,red_bull,3,4,12,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,sainz,SAI,ferrari,19,5,11,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,alonso,ALO,alpine,7,6,8,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,norris,NOR,mclaren,5,7,6,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,ocon,OCO,alpine,10,8,4,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,ricciardo,RIC,mclaren,9,9,2,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,stroll,STR,aston_martin,15,10,1,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,vettel,VET,aston_martin,12,11,0,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,gasly,GAS,alphatauri,14,12,0,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,albon,ALB,williams,13,13,0,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,bottas,BOT,alfa,11,14,0,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,mick_schumacher,MSC,haas,17,15,0,Finished,53
2022,12,French Grand Prix,2022-07-24,ricard,zhou,ZHO,alfa,16,16,0,+6 Laps,47
2022,12,French Grand Prix,2022-07-24,ricard,latifi,LAT,williams,18,17,0,Collision damage,40
2022,12,French Grand Prix,2022-07-24,ricard,kevin_magnussen,MAG,haas,20,18,0,Collision damage,37
2022,12,French Grand Prix,2022-07-24,ricard,leclerc,LEC,ferrari,1,19,0,Accident,17
2022,12,French Grand Prix,2022-07-24,ricard,tsunoda,TSU,alphatauri,8,20,0,Undertray,17
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,max_verstappen,VER,red_bull,10,1,25,Finished,70
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,hamilton,HAM,mercedes,7,2,19,Finished,70
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,russell,RUS,mercedes,1,3,15,Finished,70
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,sainz,SAI,ferrari,2,4,12,Finished,70
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,perez,PER,red_bull,11,5,10,Finished,70
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,leclerc,LEC,ferrari,3,6,8,Finished,70
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,norris,NOR,mclaren,4,7,6,Finished,70
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,alonso,ALO,alpine,6,8,4,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,ocon,OCO,alpine,5,9,2,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,vettel,VET,aston_martin,18,10,1,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,stroll,STR,aston_martin,14,11,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,gasly,GAS,alphatauri,0,12,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,zhou,ZHO,alfa,12,13,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,mick_schumacher,MSC,haas,15,14,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,ricciardo,RIC,mclaren,9,15,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,kevin_magnussen,MAG,haas,13,16,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,albon,ALB,williams,17,17,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,latifi,LAT,williams,19,18,0,+1 Lap,69
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,tsunoda,TSU,alphatauri,16,19,0,+2 Laps,68
2022,13,Hungarian Grand Prix,2022-07-31,hungaroring,bottas,BOT,alfa,8,20,0,Power Unit,65
2022,14,Belgian Grand Prix,2022-08-28,spa,max_verstappen,VER,red_bull,14,1,26,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,perez,PER,red_bull,2,2,18,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,sainz,SAI,ferrari,1,3,15,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,russell,RUS,mercedes,5,4,12,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,alonso,ALO,alpine,3,5,10,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,leclerc,LEC,ferrari,15,6,8,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,ocon,OCO,alpine,16,7,6,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,vettel,VET,aston_martin,10,8,4,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,gasly,GAS,alphatauri,0,9,2,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,albon,ALB,williams,6,10,1,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,stroll,STR,aston_martin,9,11,0,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,norris,NOR,mclaren,17,12,0,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,tsunoda,TSU,alphatauri,0,13,0,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,zhou,ZHO,alfa,18,14,0,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,ricciardo,RIC,mclaren,7,15,0,Finished,44
2022,14,Belgian Grand Prix,2022-08-28,spa,kevin_magnussen,MAG,haas,12,16,0,+1 Lap,43
2022,14,Belgian Grand Prix,2022-08-28,spa,mick_schumacher,MSC,haas,19,17,0,+1 Lap,43
2022,14,Belgian Grand Prix,2022-08-28,spa,latifi,LAT,williams,11,18,0,+1 Lap,43
2022,14,Belgian Grand Prix,2022-08-28,spa,bottas,BOT,alfa,13,19,0,Accident,1
2022,14,Belgian Grand Prix,2022-08-28,spa,hamilton,HAM,mercedes,4,20,0,Collision damage,0
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,max_verstappen,VER,red_bull,1,1,26,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,russell,RUS,mercedes,6,2,18,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,leclerc,LEC,ferrari,2,3,15,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,hamilton,HAM,mercedes,4,4,12,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,perez,PER,red_bull,5,5,10,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,alonso,ALO,alpine,13,6,8,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,norris,NOR,mclaren,7,7,6,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,sainz,SAI,ferrari,3,8,4,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,ocon,OCO,alpine,12,9,2,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,stroll,STR,aston_martin,10,10,1,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,gasly,GAS,alphatauri,11,11,0,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,albon,ALB,williams,15,12,0,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,mick_schumacher,MSC,haas,8,13,0,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,vettel,VET,aston_martin,19,14,0,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,kevin_magnussen,MAG,haas,18,15,0,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,zhou,ZHO,alfa,14,16,0,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,ricciardo,RIC,mclaren,17,17,0,Finished,72
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,latifi,LAT,williams,20,18,0,+1 Lap,71
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,bottas,BOT,alfa,16,19,0,Engine,53
2022,15,Dutch Grand Prix,2022-09-04,zandvoort,tsunoda,TSU,alphatauri,9,20,0,Differential,43
2022,16,Italian Grand Prix,2022-09-11,monza,max_verstappen,VER,red_bull,7,1,25,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,leclerc,LEC,ferrari,1,2,18,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,russell,RUS,mercedes,2,3,15,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,sainz,SAI,ferrari,18,4,12,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,hamilton,HAM,mercedes,19,5,10,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,perez,PER,red_bull,13,6,9,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,norris,NOR,mclaren,3,7,6,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,gasly,GAS,alphatauri,5,8,4,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,de_vries,DEV,williams,8,9,2,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,zhou,ZHO,alfa,9,10,1,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,ocon,OCO,alpine,14,11,0,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,mick_schumacher,MSC,haas,17,12,0,Finished,53
2022,16,Italian Grand Prix,2022-09-11,monza,bottas,BOT,alfa,15,13,0,+1 Lap,52
2022,16,Italian Grand Prix,2022-09-11,monza,tsunoda,TSU,alphatauri,20,14,0,+1 Lap,52
2022,16,Italian Grand Prix,2022-09-11,monza,latifi,LAT,williams,10,15,0,+1 Lap,52
2022,16,Italian Grand Prix,2022-09-11,monza,kevin_magnussen,MAG,haas,16,16,0,+1 Lap,52
2022,16,Italian Grand Prix,2022-09-11,monza,ricciardo,RIC,mclaren,4,17,0,Oil leak,45
2022,16,Italian Grand Prix,2022-09-11,monza,stroll,STR,aston_martin,12,18,0,Engine,39
2022,16,Italian Grand Prix,2022-09-11,monza,alonso,ALO,alpine,6,19,0,Water pressure,31
2022,16,Italian Grand Prix,2022-09-11,monza,vettel,VET,aston_martin,11,20,0,Engine,10
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,perez,PER,red_bull,2,1,25,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,leclerc,LEC,ferrari,1,2,18,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,sainz,SAI,ferrari,4,3,15,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,norris,NOR,mclaren,6,4,12,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,ricciardo,RIC,mclaren,16,5,10,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,stroll,STR,aston_martin,11,6,8,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,max_verstappen,VER,red_bull,8,7,6,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,vettel,VET,aston_martin,13,8,4,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,hamilton,HAM,mercedes,3,9,2,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,gasly,GAS,alphatauri,7,10,1,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,bottas,BOT,alfa,15,11,0,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,kevin_magnussen,MAG,haas,9,12,0,Finished,59
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,mick_schumacher,MSC,haas,12,13,0,+1 Lap,58
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,russell,RUS,mercedes,0,14,0,+2 Laps,57
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,tsunoda,TSU,alphatauri,10,15,0,Accident,34
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,ocon,OCO,alpine,17,16,0,Engine,26
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,albon,ALB,williams,18,17,0,Collision damage,25
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,alonso,ALO,alpine,5,18,0,Engine,20
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,latifi,LAT,williams,19,19,0,Collision damage,7
2022,17,Singapore Grand Prix,2022-10-02,marina_bay,zhou,ZHO,alfa,14,20,0,Collision,6
2022,18,Japanese Grand Prix,2022-10-09,suzuka,max_verstappen,VER,red_bull,1,1,25,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,perez,PER,red_bull,4,2,18,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,leclerc,LEC,ferrari,2,3,15,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,ocon,OCO,alpine,5,4,12,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,hamilton,HAM,mercedes,6,5,10,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,vettel,VET,aston_martin,9,6,8,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,alonso,ALO,alpine,7,7,6,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,russell,RUS,mercedes,8,8,4,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,latifi,LAT,williams,20,9,2,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,norris,NOR,mclaren,10,10,1,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,ricciardo,RIC,mclaren,11,11,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,stroll,STR,aston_martin,19,12,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,tsunoda,TSU,alphatauri,13,13,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,kevin_magnussen,MAG,haas,18,14,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,bottas,BOT,alfa,12,15,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,zhou,ZHO,alfa,14,16,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,mick_schumacher,MSC,haas,15,17,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,gasly,GAS,alphatauri,17,18,0,Finished,28
2022,18,Japanese Grand Prix,2022-10-09,suzuka,sainz,SAI,ferrari,3,19,0,Accident,0
2022,18,Japanese Grand Prix,2022-10-09,suzuka,albon,ALB,williams,16,20,0,Hydraulics,0
2022,19,United States Grand Prix,2022-10-23,americas,max_verstappen,VER,red_bull,2,1,25,Finished,56
